"id","data_hora","titulo","trecho","link"
1,2011-06-08 16:04:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de posse da ministra-chefe da Casa Civil da Presidência da República, Gleisi Hoffmann","A cerimônia ocorreu no Salão Oeste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-posse-da-ministra-chefe-da-casa-civil-da-presidencia-da-republica-gleisi-hoffmann"
2,2011-06-08 16:30:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia de lançamento do Plano Estratégico de Fronteiras","Os objetivos centrais do Plano são a redução dos índices de criminalidade e o enfrentamento ao crime organizado por meio da atuação integrada das instituições dos ministérios da Justiça e da Defesa, além da cooperação com os países que fazem fronteira com o Brasil","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-lancamento-do-plano-estrategico-de-fronteiras"
3,2011-06-07 17:18:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de criação da Comissão e do Comitê Nacional de Organização da Conferência das Nações Unidas sobre o Desenvolvimento Sustentável","Na ocasião, a Presidenta Dilma assinou o decreto para instituir a comissão e o comitê, que inclui a criação da Assessoria Extraordinária para a Conferência","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-criacao-da-comissao-nacional-e-do-comite-nacional-de-organizacao-da-conferencia-das-nacoes-unidas-sobre-o-desenvolvimento-sustentavel-rio-20"
4,2011-06-06 17:31:00,"Declaração à imprensa da Presidenta da República, Dilma Rousseff, em conjunto com o presidente da Venezuela, Hugo Chávez","A declaração aconteceu no Salão Leste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-em-conjunto-com-o-presidente-da-venezuela-hugo-chavez"
5,2011-06-03 18:02:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de assinatura do chamamento público para reconstrução da região serrana do Rio de Janeiro","Na cerimônia, que acontece às 15h30, no Palácio Guanabara, a Presidenta assina o chamamento público para a construção de 6.874 empreendimentos na região, contratos para recuperação e reconstrução de 97 pontes e para a contenção de 66 encostas das áreas afetadas","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-assinatura-do-chamamento-publico-para-reconstrucao-dos-sete-municipios-da-regiao-serrana-atingidos-pelas-chuvas-de-janeiro-de-2011"
6,2011-06-03 18:43:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de batismo da Plataforma P-56","Na construção da plataforma foram investidos aproximadamente US$ 1,5 bilhão, e gerados 4 mil empregos diretos e 12 mil indiretos. A utilização de conteúdo nacional alcançou 72,9% e o casco foi totalmente construído no Brasil","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-batismo-da-plataforma-p-56"
7,2011-06-02 18:56:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de lançamento do Plano de Superação da Extrema Pobreza - Brasil sem Miséria","O Plano visa retirar 16,2 milhões de brasileiros da extrema pobreza, por meio de ações de transferência de renda, inclusão produtiva, e acesso a serviços públicos nas áreas de educação, saúde, assistência social, saneamento e energia elétrica","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-lancamento-do-plano-de-superacao-da-extrema-pobreza-2013-brasil-sem-miseria"
8,2011-05-30 12:04:00,"Declaração à imprensa da Presidenta da República, Dilma Rousseff, em conjunto com o Presidente da República do Uruguai, José Mujica","A declaração foi concedida no Palácio Santos em Montevidéu, no Uruguai","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-em-conjunto-com-o-presidente-da-republica-oriental-do-uruguai-jose-mujica"
9,2011-05-26 12:19:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de assinatura de termos de compromisso para construção de quadras esportivas e unidades de educação infantil e doação de bicicletas","No mesmo evento, o programa do governo federal Caminho da Escola realiza a doação de 30 mil bicicletas e capacetes para crianças de diversos municípios brasileiros","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/dilma-rousseff-discursa-na-cerimonia-de-assinatura-de-termos-de-compromisso-para-construcao-de-quadras-esportivas-escolares-cobertas-e-unidades-de-educacao-infantil-do-pac-2-e-doacao-de-bicicletas-e-capacetes-escolares-do-programa-caminho-da-escola"
10,2011-05-17 15:58:00,"Discurso da Presidenta da República, Dilma Rousseff, durante almoço oferecido ao primeiro-ministro da Suécia, Fredrik Reinfeldt","O evento aconteceu no Palácio Itamaraty","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-primeiro-ministro-da-suecia-fredrik-reinfeldt"
11,2011-05-17 16:16:00,"Declaração à imprensa da Presidenta da República, Dilma Rousseff, em conjunto com o primeiro-ministro da Suécia, Fredrik Reinfeldt","A declaração foi concedida no Salão Leste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-em-conjunto-com-o-primeiro-ministro-da-suecia-fredrik-reinfeldt"
12,2011-05-11 16:26:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de instalação da Câmara de Políticas de Gestão, Desempenho e Competitividade","A ideia é aprimorar a gestão - reduzindo custos, racionalizando processos e otimizando os serviços prestados à sociedade -, para atualizar o Estado brasileiro em relação às exigências que a conjuntura econômica requer do país","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-instalacao-da-camara-de-politicas-de-gestao-desempenho-e-competitividade"
13,2011-05-10 16:45:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de abertura da XIV Marcha a Brasília em Defesa dos Municípios","Consolidada como o maior encontro de autoridades políticas do país, a Marcha deste ano busca fortalecer o relacionamento do movimento municipalista com o governo federal. O objetivo da XIV Marcha é avançar na construção de um pacto federativo mais justo, que seja capaz de para combater a miséria, diminuir as diferenças regionais e promover o desenvolvimento sustentável nas cidades","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-da-xiv-marcha-a-brasilia-em-defesa-dos-municipios"
14,2011-05-05 17:12:00,"Discurso da Presidenta da República, Dilma Rousseff, durante almoço oferecido ao presidente da Alemanha, Christian Wulff","O evento aconteceu no Palácio Itamaraty","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-presidente-da-alemanha-christian-wulff"
15,2011-01-25 17:35:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de entrega da Medalha 25 de Janeiro"," Medalha 25 de Janeiro é concedida pelo município de São Paulo a personalidades, em homenagem e reconhecimento ao mérito pessoal, a bons serviços prestados à cidade ou a serviços que merecem especial destaque, além do valor desportivo ou cultural","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-entrega-da-medalha-25-de-janeiro"
16,2011-04-12 17:39:00,"Discurso do Presidente da República em exercício, Michel Temer, durante cerimônia de abertura da 8ª edição da LAAD Defence e Security","O Presidente em exercício comenta sobre a Defesa do Brasil","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-do-presidente-da-republica-em-exercicio-michel-temer-durante-cerimonia-de-abertura-da-8a-edicao-da-laad-defence-e-security"
17,2011-02-21 17:47:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de comemoração dos 90 anos de fundação da Folha de S. Paulo","Na programação, na Sala São Paulo, foi veiculado documentário sobre a trajetória do jornal, seguido de concerto da Orquestra Sinfônica do Estado de São Paulo (Osesp) e de um ato multirreligioso com representantes de oito religiões","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-comemoracao-dos-90-anos-da-folha-de-s.-paulo"
18,2011-03-23 17:49:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de abertura da exposição “Mulheres, Artistas e Brasileiras""","Dentre as obras expostas está o “Abaporu”, pintura a óleo sobre tela de autoria de Tarsila do Amaral, trazida de Buenos Aires especialmente para a exposição","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-abertura-da-exposicao-mulheres-artistas-e-brasileiras"
19,2011-05-05 17:58:00,"Declaração à imprensa da Presidenta da República, Dilma Rousseff, em conjunto com o presidente da Alemanha, Christian Wulff","A declaração foi concedida no Salão Leste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-em-conjunto-com-o-presidente-da-alemanha-christian-wulff"
20,2011-03-22 17:59:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia de lançamento do Programa de Fortalecimento da Rede de Prevenção, Diagnóstico e Tratamento do Câncer de Colo do Útero e de Mama","O lançamento do Programa faz parte da Política Nacional de Atenção Oncológica que apresenta uma série de ações para o período 2011-2014, com investimentos previstos de aproximadamente R$ 4,5 bilhões
","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-no-lancamento-do-programa-de-fortalecimento-da-rede-de-prevencao-diagnostico-e-tratamento-do-cancer-de-colo-do-utero-e-de-mama"
21,2011-02-16 18:03:00,"Palavras da Presidenta da República, Dilma Rousseff, na abertura da reunião do PAC Mobilidade Urbana nas Grandes Cidades","O encontro aconteceu no Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/palavras-da-presidenta-da-republica-dilma-rousseff-na-abertura-da-reuniao-do-pac-mobilidade-urbana-nas-grandes-cidades"
22,2011-02-21 18:03:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de abertura do XII Fórum dos Governadores do Nordeste","O Fórum busca discutir iniciativas e estratégias políticas que facilitem a articulação regional, e, em 2011, chega em sua 12ª edição, consagrado como um espaço de discussão, reflexão  e atuação sobre os caminhos para o futuro da região","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-xii-forum-dos-governadores-do-nordeste"
23,2011-03-21 18:08:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de outorga da Ordem Nacional do Mérito a educadoras brasileiras","As onze educadoras brasileiras agraciadas foram selecionadas por todo o Brasil por sua história ligada à Educação no país","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-outorga-da-ordem-nacional-do-merito-a-educadoras-brasileiras"
24,2011-04-29 18:11:00,"Pronunciamento à nação da Presidenta da República, Dilma Rousseff, em cadeia nacional de rádio e TV sobre o Dia do Trabalho","Presidenta falou sobre o crescimento do emprego e da renda, com economia sólida","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/pronunciamento-a-nacao-da-presidenta-da-republica-dilma-rousseff-em-cadeia-nacional-de-radio-e-tv-sobre-o-dia-do-trabalho"
25,2011-03-24 18:12:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia de assinatura de termos de compromisso para construção de 718 creches do PAC 2 em 419 municípios e de entrega de novas unidades do ProInfância","O investimento total será de cerca de R$ 800 milhões e, depois de concluídas, as creches atenderão aproximadamente 140 mil crianças","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-assinatura-de-termos-de-compromisso-para-construcao-de-718-creches-do-pac-2-em-419-municipios-e-de-entrega-de-novas-unidades-do-proinfancia"
26,2011-02-10 18:14:00,"Pronunciamento à nação da Presidenta da República, Dilma Rousseff, em cadeia nacional de rádio e TV","A Presidenta falou sobre a volta às aulas e a Educação no Brasil","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/pronunciamento-a-nacao-da-presidenta-da-republica-dilma-rousseff-em-cadeia-nacional-de-radio-e-tv"
27,2011-03-19 18:14:00,"Discurso da Presidenta da República, Dilma Rousseff, durante almoço oferecido ao Presidente dos Estados Unidos, Barack Obama","O evento acontece no Palácio Itamaraty","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-presidente-dos-estados-unidos-barack-obama"
28,2011-03-19 18:26:00,"Declaração à imprensa concedida pela Presidenta da República, Dilma Rousseff, em conjunto com o Presidente dos Estados Unidos, Barack Obama","A declaração foi concedida no Salão Leste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-concedida-pela-presidenta-da-republica-dilma-rousseff-em-conjunto-com-o-presidente-dos-estados-unidos-barack-obama"
29,2011-02-17 18:27:00,"Discurso da Presidenta da República, Dilma Rousseff, na abertura do seminário de implantação dos Centros Regionais de Referência em Crack e Outras Drogas","O seminário dá início à implantação de Centros Regionais de Referência em Crack e Outras Drogas (CRR) em 49 universidades federais que propiciam a capacitação de profissionais de saúde e de assistência social que atendem usuários de drogas e suas famílias","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-do-seminario-de-implantacao-dos-centros-regionais-de-referencia-em-crack-e-outras-drogas"
30,2011-04-28 18:27:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de lançamento do Programa Nacional de Acesso ao Ensino Técnico e ao Emprego","O objetivo do Programa é expandir, interiorizar e democratizar a oferta de cursos técnicos e profissionais de nível médio e de cursos de formação inicial e continuada para trabalhadores","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-lancamento-do-programa-nacional-de-acesso-ao-ensino-tecnico-e-ao-emprego"
31,2011-04-12 18:29:00,"Discurso do Presidente da República em exercício, Michel Temer, durante cerimônia de promoção dos policiais militares que atuaram na tragédia da escola de Realengo","Presidente em exercício agradeceu pelo ato de heroísmo dos policiais ","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-do-presidente-da-republica-em-exercicio-michel-temer-durante-cerimonia-de-promocao-dos-policiais-militares-que-atuaram-na-tragedia-da-escola-de-realengo"
32,2011-02-02 18:34:00,"Apresentação da Mensagem da Presidenta da República, Dilma Rousseff, ao Congresso Nacional, por ocasião da instalação da 1ª Sessão Legislativa da 54ª Legislatura","A leitura da mensagem presidencial é feita pelo primeiro-secretário da Mesa do Congresso. Em geral, o documento expõe a situação do país, indica os planos do governo, e solicita providências para o ano que se inicia","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/apresentacao-da-mensagem-da-presidenta-da-republica-dilma-rousseff-ao-congresso-nacional-por-ocasiao-da-instalacao-da-1a-sessao-legislativa-da-54a-legislatura"
33,2011-03-17 18:36:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia de assinatura de Protocolo de Intenções entre o governo de MG, Petrobras e Cemig para a implantação de gasoduto e Unidade de Fertilizantes Nitrogenados","A construção da fábrica de amônia gerará 5000 empregos e demandará um investimento de R$ 2,4 bilhões","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-assinatura-de-protocolo-de-intencoes-entre-o-governo-de-mg-petrobras-e-cemig"
34,2011-04-12 18:42:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia de encerramento do Seminário Empresarial Brasil-China: Para Além da Complementaridade","Presidenta fala sobre parceria comercial Brasil-China","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-encerramento-do-seminario-empresarial-brasil-china-para-alem-da-complementaridade"
35,2011-01-31 18:42:00,"Brinde da Presidenta da República, Dilma Rousseff, durante almoço oferecido pela presidenta da Argentina, Cristina Kirchner, no Palácio San Martin","Presidenta Dilma falou sobre a parceria Brasil-Argentina","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/brinde-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-pela-presidenta-da-argentina-cristina-kirchner-no-palacio-san-martin"
36,2011-03-11 18:44:00,"Discurso da Presidenta da República, Dilma Rousseff, durante ato de regulamentação da participação dos empregados nos Conselhos de Administração das empresas públicas e sociedades de economia mista","Pela Portaria, que detalha a Lei nº 12.353, de 28 de dezembro de 2010, a medida vale para as instituições com mais de 200 empregados, nas quais a União detenha a maioria do capital social com direito a voto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-ato-de-regulamentacao-da-participacao-dos-empregados-nos-conselhos-de-administracao-das-empresas-publicas"
37,2011-02-03 18:44:00,"Discurso da Presidenta da República, Dilma Rousseff, na solenidade de anúncio de medicamentos gratuitos para hipertensão e diabetes no programa “Aqui tem Farmácia Popular”","Com essa medida o governo federal espera beneficiar mensalmente quase 960 mil hipertensos e diabéticos cadastrados no Programa","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-solenidade-de-anuncio-de-medicamentos-gratuitos-para-hipertensao-e-diabetes-no-programa-201caqui-tem-farmacia-popular201d"
38,2011-04-26 18:44:00,"Discurso da Presidenta da República, Dilma Rousseff, durante a 37ª Reunião do Conselho de Desenvolvimento Econômico e Social (CDES)","Na plenária são expostas as perspectivas da economia brasileiras para debate entre 90 representantes da sociedade civil entre empresários, sindicalistas, intelectuais  e líderes de movimentos sociais","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-37a-reuniao-do-conselho-de-desenvolvimento-economico-e-social-cdes"
39,2011-01-31 18:50:00,"Declaração à imprensa da Presidenta da República, Dilma Rousseff, após cerimônia de assinatura de atos na Casa Rosada","Presidenta Dilma fala sobre a parceria Brasil-Argentina","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-na-casa-rosada"
40,2011-03-03 18:51:00,"Discurso da Presidenta da República, Dilma Rousseff, durante visita do Primeiro-Ministro do Timor Leste, Xanana Gusmão","O encontro acontece no Salão Leste do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-visita-do-primeiro-ministro-do-timor-leste-xanana-gusmao"
41,2011-01-27 18:56:00,"Palavras da Presidenta da República, Dilma Rousseff, durante visita ao Centro de Operações da Prefeitura do Rio de Janeiro","Presidenta elogia novo sistema de informações do Centro de Operações","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/palavras-da-presidenta-da-republica-dilma-rousseff-durante-visita-ao-centro-de-operacoes-da-prefeitura-do-rio-de-janeiro"
42,2011-03-01 18:57:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de anúncio da implantação do Terminal de Regaseificação de Gás Natural Liquefeito (GNL) da Bahia","Na ocasião, foi assinado o Protocolo de Intenções entre a Petrobras e o governo do estado da Bahia com o objetivo de definir ações a serem tomadas pelas partes que propiciarão as condições para a implantação do Terminal","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-anuncio-da-implantacao-do-terminal-de-regaseificacao"
43,2011-02-02 18:59:00,"Discurso da Presidenta da República, Dilma Rousseff, durante encontro com a delegação brasileira de atletas paraolímpicos","A seleção, que participou no mês passado do Campeonato Mundial de Atletismo em Christchurch, na Nova Zelândia, ficou com um inédito terceiro lugar, com 30 medalhas conquistadas: 12 de ouro, 10 de prata e 8 de bronze","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-encontro-com-a-delegacao-brasileira-de-atletas-paraolimpicos"
44,2011-04-11 18:59:00,"Discurso do Presidente da República em exercício, Michel Temer, na abertura do Seminário Internacional sobre “Gestão Integrada de Riscos e Desastres – Uma nova perspectiva para a Defesa Civil Nacional”",NA,"http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-do-presidente-da-republica-em-exercicio-michel-temer-durante-abertura-do-seminario-internacional-sobre-201cgestao-integrada-de-riscos-e-desastres-2013-uma-nova-perspectiva-para-a-defesa-civil-nacional201d"
45,2011-04-21 19:01:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia em comemoração ao dia 21 de abril","Na ocasião, a Presidenta é homenageada com o Grande Colar, grau máximo da Medalha da Inconfidência","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-em-comemoracao-ao-dia-21-de-abril"
46,2011-01-27 19:05:00,"Palavras da Presidenta da República, Dilma Rousseff, durante anúncio de unidades habitacionais para os desabrigados da região serrana do estado do Rio de Janeiro","A Presidenta anunciou a doação de 2 mil casas às famílias afetadas pelas chuvas","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/palavras-da-presidenta-da-republica-dilma-rousseff-durante-anuncio-de-unidades-habitacionais-para-os-desabrigados-da-regiao-serrana-do-estado-do-rio-de-janeiro"
47,2011-03-01 19:06:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de início do Mês da Mulher: Trabalho e Cidadania","A Presidenta participa de dois eventos que fazem parte da programação do governo federal em comemoração ao mês da Mulher: o Programa Nacional de Documentação da Trabalhadora Rural (PNDTR) e o Programa de Organização Produtiva das Mulheres Rurais (POPMR) ","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/iscurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-inicio-do-mes-da-mulher-trabalho-e-cidadania"
48,2011-04-07 19:11:00,"Discurso da Presidenta da República, Dilma Rousseff, durante encontro com mulheres do Movimento dos Atingidos por Barragens (MAB)","O evento aconteceu no Salão Nobre do Palácio do Planalto","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-encontro-com-mulheres-do-movimento-dos-atingidos-por-barragens-mab"
49,2011-04-20 19:16:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de formatura da Turma 2009-2011 do Instituto Rio Branco","A solenidade aconteceu no Palácio Itamaraty","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-formatura-da-turma-2009-2011-do-instituto-rio-branco"
50,2011-01-27 19:17:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia alusiva ao Dia Internacional em Memória das Vítimas do Holocausto","A homenagem, instituída há seis anos pela Assembléia Geral das Nações Unidas, marca o dia em que tropas soviéticas libertaram o campo de extermínio de Auschwitz, na Polônia, em 1945","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-alusiva-ao-dia-internacional-em-memoria-das-vitimas-do-holocausto"
51,2011-04-12 19:24:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de abertura do Diálogo de Alto Nível Brasil-China em Ciência, Tecnologia e Inovação","Presidenta Dilma fala sobre a parceria comercial Brasil-China","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-dialogo-de-alto-nivel-brasil-china"
52,2011-04-05 19:26:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de apresentação das insígnias das Ordens do Mérito da Defesa e das Forças Armadas","Na ocasião, a presidenta Dilma recebe com outras três medalhas: a Ordem do Mérito Militar, concedida pelo Exército Brasileiro; a Ordem do Mérito Naval, da Marinha; e a Ordem do Mérito Aeronáutico, da Força Aérea Brasileira","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-apresentacao-das-insignias-das-ordens-do-merito-da-defesa-e-das-forcas-armadas"
53,2011-04-07 19:32:00,"Discurso da Presidenta da República, Dilma Rousseff, na cerimônia comemorativa de 1 milhão de empreendedores inscritos no Programa Microempreendedor Individual: Formalização e Proteção Social","Criado por meio da Lei Complementar 128/2008, o Programa Empreendedor Individual foi lançado em 1º julho de 2009. No dia 17 de março de 2011 ultrapassou a marca de 1 milhão de novos empreendedores individuais, quando a Receita Federal do Brasil registrou 1.004.764 adesões. A meta é chegar à marca de 1 milhão e 500 mil empreendedores até o final de 2011","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-comemorativa-de-1-milhao-de-empreendedores-inscritos-no-programa-microempreendedor-individual"
54,2011-04-19 19:34:00,"Mensagem lida em nome da Presidenta da República, Dilma Rousseff, durante solenidade comemorativa do Dia do Exército e de imposição da comenda da Ordem do Mérito Militar","Presidenta Dilma fala sobre a Batalha de Guararapes e a importância do Exército Brasileiro","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/mensagem-lida-em-nome-da-presidenta-da-republica-dilma-rousseff-durante-solenidade-comemorativa-do-dia-do-exercito-e-de-imposicao-da-comenda-da-ordem-do-merito-militar"
55,2011-03-28 19:39:00,"Discurso da Presidenta da República, Dilma Rousseff, durante cerimônia de lançamento do programa Rede Cegonha","A Rede Cegonha contará com R$ 9,4 bilhões de investimento, até 2014, que serão aplicados na construção de uma rede de cuidados primários à mulher e à criança, por meio do Sistema Único de Saúde (SUS)","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-da-presidenta-da-republica-dilma-rousseff-no-lancamento-do-programa-rede-cegonh"
56,2011-04-16 19:41:00,"Discurso do Presidente da República em exercício, Michel Temer, durante cerimônia alusiva à visita à 51ª Exposição Agropecuária e Industrial 2011","O evento aconteceu no Parque de Exposição Governador Ney Braga","http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/discursos-da-presidenta/discurso-do-senhor-presidente-da-republica-em-exercicio-michel-temer-durante-cerimonia-alusiva-a-visita-a-51a-exposicao-agropecuaria-e-industrial-2011"
